index,image_name,scale,center_w,center_h,ofd_1_x,ofd_1_y,ofd_2_x,ofd_2_y,bpd_1_x,bpd_1_y,bpd_2_x,bpd_2_y,SubjectID,px_to_mm_rate,Algo,Split
95,007_13HC.jpeg,2.205882353,480.0,360.0,809,324,197,365,523,591,479,119,,0.145502646,,Test
96,004_HC.jpeg,2.205882353,480.0,360.0,157,325,654,318,403,532,399,133,,0.13253012,,Test
97,005_HC.jpeg,2.205882353,480.0,360.0,222,377,698,391,455,198,429,580,,0.15993266,,Test
98,005_2HC.jpeg,2.205882353,480.0,360.0,566,227,270,474,540,466,312,222,,0.184859155,,Test
99,005_4HC.jpeg,2.205882353,480.0,360.0,655,338,238,364,453,521,433,187,,0.184859155,,Test
100,005_5HC.jpeg,2.205882353,480.0,360.0,599,436,309,300,511,232,401,481,,0.275387263,,Test
101,005_6HC.jpeg,2.205882353,480.0,360.0,598,438,310,295,512,224,400,479,,0.275387263,,Test
102,005_7HC.jpeg,2.205882353,480.0,360.0,599,436,310,300,510,231,403,478,,0.275387263,,Test
103,005_8HC.jpeg,2.205882353,480.0,360.0,568,434,259,274,479,212,368,459,,0.275387263,,Test
104,005_9HC.jpeg,2.205882353,480.0,360.0,694,348,290,503,542,569,413,241,,0.211267606,,Test
105,005_10HC.jpeg,2.205882353,480.0,360.0,730,330,313,484,578,567,438,240,,0.211267606,,Test
106,005_11HC.jpeg,2.610294118,568.0,426.0,855,426,213,391,531,162,517,664,,0.164285714,,Test
107,005_12HC.jpeg,2.610294118,568.0,426.0,624,135,457,657,748,448,302,316,,0.191040843,,Test
108,005_13HC.jpeg,2.610294118,568.0,426.0,849,635,392,252,749,258,470,634,,0.177514793,,Test
109,005_14HC.jpeg,2.610294118,568.0,426.0,805,680,407,214,760,286,439,627,,0.177514793,,Test
110,005_15HC.jpeg,2.205882353,480.0,360.0,683,474,305,323,551,232,456,548,,0.228571429,,Test
111,005_16HC.jpeg,2.205882353,480.0,360.0,684,472,307,323,550,233,456,549,,0.228571429,,Test
112,006_HC.jpeg,2.205882353,480.0,360.0,797,369,214,451,527,626,476,171,,0.136876006,,Test
113,006_2HC.jpeg,2.205882353,480.0,360.0,779,343,163,355,476,597,472,119,,0.13050571,,Test
114,007_HC.jpeg,2.205882353,480.0,360.0,754,329,150,410,476,616,421,135,,0.145228216,,Test
115,007_2HC.jpeg,2.205882353,480.0,360.0,767,384,160,374,472,622,453,151,,0.145051195,,Test
116,007_3HC.jpeg,2.205882353,480.0,360.0,797,533,288,318,600,223,459,635,,0.15970516,,Test
117,007_4HC.jpeg,2.205882353,480.0,360.0,794,500,254,331,564,211,447,628,,0.159817352,,Test
118,007_5HC.jpeg,2.610294118,568.0,426.0,946,496,308,413,669,218,616,705,,0.150176678,,Test
119,007_6HC.jpeg,2.610294118,568.0,426.0,879,478,253,457,579,716,577,209,,0.150176678,,Test
120,007_7HC.jpeg,2.610294118,568.0,426.0,937,475,299,456,639,220,627,701,,0.150176678,,Test
121,007_8HC.jpeg,2.610294118,568.0,426.0,904,475,282,438,611,208,607,709,,0.150176678,,Test
122,007_9HC.jpeg,2.610294118,568.0,426.0,835,322,279,514,631,649,515,207,,0.165562914,,Test
123,007_10HC.jpeg,2.205882353,480.0,360.0,766,345,153,363,443,603,435,122,,0.172413793,,Test
124,009_HC.jpeg,2.205882353,480.0,360.0,276,379,550,355,421,482,400,260,,0.247148289,,Test
125,009_2HC.jpeg,2.205882353,480.0,360.0,278,380,550,356,421,484,400,265,,0.247148289,,Test
