index,image_name,scale,center_w,center_h,ofd_1_x,ofd_1_y,ofd_2_x,ofd_2_y,bpd_1_x,bpd_1_y,bpd_2_x,bpd_2_y,SubjectID,px_to_mm_rate,Algo,Split
73,103_HC.jpeg,2.711397058823529,590.0,400.0,701,296,305,309,513,145,508.0,464.0,,0.177053824362606,,Train
74,103_2HC.jpeg,2.711397058823529,590.0,392.0,705,295,305,306,502,149,496.0,466.0,,0.177053824362606,,Train
75,103_3HC.jpeg,2.711397058823529,590.0,383.5,698,297,298,301,494,144,485.0,467.0,,0.177053824362606,,Train
76,103_4HC.jpeg,2.711397058823529,590.0,390.5,700,293,298,317,503,149,494.0,466.0,,0.177053824362606,,Train
77,104_HC.jpeg,2.711397058823529,590.0,381.5,845,361,395,435,579,239,637.0,564.0,,0.133333333333333,,Train
78,104_2HC.jpeg,2.711397058823529,590.0,395.5,845,367,399,445,609,240,638.0,570.0,,0.133333333333333,,Train
79,105_HC.jpeg,2.702205882352941,588.0,398.5,933,337,436,333,712,135,688.0,531.0,,0.116129032258065,,Train
80,105_2HC.jpeg,2.702205882352941,588.0,396.0,928,340,437,316,714,141,690.0,530.0,,0.116129032258065,,Train
81,106_HC.jpeg,2.711397058823529,590.0,395.5,975,301,293,344,648,45,638.0,606.0,,0.0943396226415094,,Train
82,106_2HC.jpeg,2.711397058823529,590.0,397.0,973,298,284,340,648,41,642.0,599.0,,0.0943396226415094,,Train
83,107_HC.jpeg,2.711397058823529,590.0,392.5,181,349,955,344,537,658,533.0,32.0,,0.077319587628866,,Train
84,107_2HC.jpeg,2.711397058823529,590.0,394.5,176,346,954,340,569,660,540.0,38.0,,0.077319587628866,,Train
85,111_HC.jpeg,2.619485294117647,570.0,395.0,217,214,834,361,443,516,596.0,48.0,,0.0943396226415094,,Train
86,111_2HC.jpeg,2.619485294117647,570.0,395.0,221,206,841,371,451,519,595.0,51.0,,0.0943396226415094,,Train
87,111_3HC.jpeg,2.619485294117647,570.0,390.0,815,321,270,361,567,121,542.0,561.0,,0.106382978723404,,Train
88,111_4HC.jpeg,2.619485294117647,570.0,390.0,828,354,266,345,560,120,554.0,562.0,,0.106382978723404,,Train
89,112_HC.jpeg,2.619485294117647,570.0,395.5,309,270,931,266,593,518,617.0,64.0,,0.0961538461538462,,Train
90,112_2HC.jpeg,2.619485294117647,570.0,394.0,314,270,926,264,595,516,621.0,64.0,,0.0961538461538462,,Train
91,112_3HC.jpeg,2.619485294117647,570.0,394.0,381,353,906,402,621,573,633.0,185.0,,0.116279069767442,,Train
92,113_HC.jpeg,2.578125,561.0,393.0,277,437,863,260,654,589,483.0,133.0,,0.0980392156862745,,Train
93,114_HC.jpeg,2.614889705882353,569.0,396.5,260,312,662,296,454,455,438.0,150.0,,0.164835164835165,,Train
94,114_2HC.jpeg,2.614889705882353,569.0,397.5,255,302,662,298,453,457,458.0,151.0,,0.164835164835165,,Train
95,114_3HC.jpeg,2.614889705882353,569.0,397.5,255,302,662,301,447,455,458.0,151.0,,0.164835164835165,,Train
96,114_4HC.jpeg,2.614889705882353,569.0,397.5,745,239,240,294,502,76,547.0,453.0,,0.126050420168067,,Train
97,114_5HC.jpeg,2.614889705882353,569.0,402.0,707,277,400,355,532,196,593.0,433.0,,0.208333333333333,,Train
98,114_6HC.jpeg,2.614889705882353,569.0,417.0,708,273,402,368,532,200,589.0,434.0,,0.208333333333333,,Train
114,114_22HC.jpeg,2.614889705882353,569.0,386.5,748,240,235,290,507,76,532.0,454.0,,0.126050420168067,,Train
115,114_23HC.jpeg,2.614889705882353,569.0,402.0,804,240,308,299,536,80,575.0,453.0,,0.126353790613718,,Train
99,114_7HC.jpeg,2.614889705882353,569.0,413.5,756,300,235,292,518,102,514.0,490.0,,0.126182965299685,,Train
100,114_8HC.jpeg,2.614889705882353,569.0,407.0,826,255,314,324,586,95,605.0,486.0,,0.126182965299685,,Train
107,114_9HC.jpeg,2.614889705882353,569.0,403.0,761,231,273,308,529,77,564.0,449.0,,0.126050420168067,,Train
108,114_10HC.jpeg,2.614889705882353,569.0,399.5,761,233,257,295,523,74,555.0,449.0,,0.126182965299685,,Train
109,114_11HC.jpeg,2.614889705882353,569.0,400.5,756,230,252,291,522,73,549.0,448.0,,0.126182965299685,,Train
110,114_12HC.jpeg,2.614889705882353,569.0,401.0,741,241,245,291,507,74,538.0,453.0,,0.126050420168067,,Train
111,114_13HC.jpeg,2.614889705882353,569.0,395.5,748,246,242,292,498,77,529.0,450.0,,0.126182965299685,,Train
112,114_14HC.jpeg,2.614889705882353,569.0,396.5,743,243,240,290,497,77,532.0,450.0,,0.126182965299685,,Train
113,114_15HC.jpeg,2.614889705882353,569.0,402.0,700,278,403,364,528,198,600.0,434.0,,0.208333333333333,,Train
101,114_16HC.jpeg,2.614889705882353,569.0,406.0,726,290,240,309,512,102,504.0,476.0,,0.126050420168067,,Train
102,114_17HC.jpeg,2.614889705882353,569.0,395.5,740,305,243,294,524,97,503.0,489.0,,0.126182965299685,,Train
103,114_18HC.jpeg,2.614889705882353,569.0,407.0,784,291,264,303,560,114,543.0,497.0,,0.126182965299685,,Train
104,114_19HC.jpeg,2.614889705882353,569.0,405.0,792,303,276,303,567,113,565.0,492.0,,0.126353790613718,,Train
105,114_20HC.jpeg,2.614889705882353,569.0,397.5,854,256,343,344,605,110,653.0,488.0,,0.12396694214876,,Train
106,114_21HC.jpeg,2.614889705882353,569.0,393.5,831,255,336,344,578,107,637.0,483.0,,0.125944584382872,,Train
116,120_HC.jpeg,2.0565257352941178,447.5,310.0,202,241,701,423,359,544,536.0,112.0,,,,Train
117,120_2HC.jpeg,2.065716911764706,449.5,308.0,193,244,699,434,355,547,539.0,111.0,,,,Train
118,121_HC.jpeg,2.614889705882353,569.0,405.5,707,345,345,508,475,268,580.0,580.0,,0.169491525423729,,Train
119,121_2HC.jpeg,2.614889705882353,569.0,401.5,968,398,283,391,636,89,652.0,709.0,,0.0912408759124088,,Train
121,121_4HC.jpeg,2.614889705882353,569.0,396.0,976,403,290,412,658,86,679.0,695.0,,0.0912408759124088,,Train
120,121_3HC.jpeg,2.614889705882353,569.0,390.0,983,364,279,403,597,84,642.0,710.0,,0.0912408759124088,,Train
122,125_HC.jpeg,2.0955882352941178,456.0,309.5,208,254,706,352,405,511,489.0,117.0,,,,Train
125,125_4HC.jpeg,2.0955882352941178,456.0,308.5,811,220,254,311,494,46,573.0,487.0,,,,Train
123,125_2HC.jpeg,2.0955882352941178,456.0,310.0,202,254,707,349,413,512,487.0,111.0,,,,Train
124,125_3HC.jpeg,2.0955882352941178,456.0,312.0,202,258,706,350,412,512,485.0,113.0,,,,Train
126,201_HC.jpeg,2.6792279411764706,583.0,396.5,194,305,822,296,515,556,510.0,65.0,,0.102564102564103,,Train
127,201_2HC.jpeg,2.7045036764705883,588.5,397.5,186,307,826,300,515,565,508.0,68.0,,0.102564102564103,,Train
128,202_HC.jpeg,2.683823529411765,584.0,380.0,384,403,829,416,579,589,595.0,238.0,,0.144,,Train
129,202_2HC.jpeg,2.6424632352941178,575.0,398.0,312,413,902,434,580,668,603.0,204.0,,0.109970674486804,,Train
130,204_HC.jpeg,2.6608455882352944,579.0,395.0,146,373,915,347,494,655,494.0,73.0,,0.0823045267489712,,Train
131,204_2HC.jpeg,2.693014705882353,586.0,398.0,156,378,924,349,516,686,510.0,89.0,,0.0823045267489712,,Train
132,206_HC.jpeg,2.6792279411764706,583.0,371.5,328,412,821,334,565,578,549.0,181.0,,0.117328519855596,,Train
133,206_2HC.jpeg,2.6792279411764706,583.0,382.5,320,375,822,333,560,571,551.0,165.0,,0.117328519855596,,Train
134,208_HC.jpeg,2.649356617647059,576.5,394.0,931,346,207,397,539,102,616.0,666.0,,0.0858778625954199,,Train
135,208_2HC.jpeg,2.6746323529411766,582.0,398.5,946,348,219,407,556,102,626.0,673.0,,0.0859106529209622,,Train
